travel_type,rating,label,covid,is_local,aspect_sentiment,topic_2,topic_1,topic_0,topic_5,topic_4,topic_3,overall_textblob_polarity
family,,,PreCovid,1,"[[room, nice, 1]]",,0.6,,,,,0.43333333333333335
family,,,PreCovid,0,"[[time, first, 2], [help, nice, 2], [pool, big, 4], [pool, enough, 4], [food, good, 3]]",0.425,,,,0.0,0.7,0.2090579710144928
business,,,PreCovid,0,"[[breakfast, choic, 0]]",,,0.0,,,,0.6333333333333333
business,,,PreCovid,1,"[[wonder, great, 2]]",0.8,,,,,,0.4318181818181818
couple,,,PreCovid,0,"[[breakfast, great, 0], [breakfast, free, 0], [shop, good, 0], [view, good, 4], [hotel, insid, 0], [hotel, much, 0], [hotel, 'bright much', 0]]",,,0.42500000000000004,,0.7,,0.2872619047619047
business,,,PreCovid,0,"[[room, narrow, 1], [day, bad, 1]]",,-0.44999999999999996,,,,,-0.26666666666666666
,,,PreCovid,1,"[[view, great, 4], [area, huge, 0], [room, normal, 1], [floor, higher, 4], [shop, right, 0]]",,0.15,0.34285714285714286,,0.525,,0.34481292517006806
,4.0,Positive,PreCovid,0,"[[staff, good, 2], [room, quick, 1], [bed, nice, 1], [pool, clean, 4], [hotel, pleasant, 0]]",0.7,0.4666666666666667,0.7333333333333333,,0.3666666666666667,,0.3727272727272727
,,,PreCovid,0,"[[view, good, 4], [breakfast, good, 0]]",,,0.7,,0.7,,0.5944444444444443
,,,PreCovid,0,"[[night, late, 4]]",,,,,-0.3,,-0.15250000000000002
,4.0,Positive,PreCovid,0,"[[hotel, nice, 0], [hotel, nice, 0], [staff, central, 2], [staff, clean, 2], [pool, top, 4]]",0.18333333333333335,,0.6,,0.5,,0.35192307692307695
,,,PreCovid,0,"[[food, top, 3], [wonder, great, 2]]",0.8,,,,,0.5,0.6857142857142857
,,,PreCovid,0,"[[room, insid, 1], [check, earli, 1], [bed, uncomfort, 1]]",,0.0,,,,,0.16249999999999998
,,,PreCovid,0,"[[view, due, 4]]",,,,,-0.125,,0.3052083333333333
,,,PreCovid,1,"[[place, good, 4], [staff, great, 2]]",0.8,,,,0.7,,0.36969696969696975
business,,,PreCovid,0,"[[staff, great, 2], [staff, first, 2]]",0.525,,,,,,0.4676587301587302
business,3.0,Neutral,PreCovid,1,"[[time, first, 2], [check, great, 1], [room, quick, 1], [view, good, 4], [room, nice, 1], [pool, swim, 4], [view, 'full view', 4], [hotel, old, 0], [room, servic, 1], [time, first, 2], [room, duti, 1], [hotel, good, 0], [time, next, 2]]",0.16666666666666666,0.3466666666666667,0.39999999999999997,,0.3499999999999999,,0.2135964912280701
couple,5.0,Positive,PreCovid,0,"[[floor, top, 4]]",,,,,0.5,,0.15833333333333335
family,,,PreCovid,0,"[[time, second, 2], [shop, close, 0]]",0.0,,0.0,,,,0.37013888888888885
business,,,PreCovid,0,"[[check, extra, 1], [hotel, great, 0]]",,0.0,0.8,,,,0.3239229024943311
couple,,,PreCovid,1,"[[time, first, 2], [floor, upper, 4], [view, great, 4], [check, minor, 1], [check, good, 1]]",0.25,0.32499999999999996,,,0.4,,0.27055422647527905
business,,,PreCovid,0,"[[hotel, nice, 0], [place, best, 4]]",,,0.6,,1.0,,0.55
couple,,,PreCovid,0,"[[time, much, 2], [hotel, good, 0]]",0.2,,0.7,,,,0.5166666666666667
business,,,PreCovid,0,"[[stay, recent, 2]]",0.0,,,,,,0.15489718614718612
family,,,PreCovid,0,"[[time, third, 2], [club, servic, 5], [staff, much, 2], [staff, exclus, 2], [guest, young, 1], [guest, singl, 1]]",0.06666666666666667,0.05,,0.0,,,0.3120748299319728
business,,,PreCovid,0,"[[hotel, best, 0], [staff, 'far locat', 2], [staff, perfect, 2]]",0.55,,1.0,,,,0.48750000000000004
couple,,,PreCovid,0,"[[hotel, great, 0], [hotel, great, 0], [room, first, 1], [view, great, 4], [day, late, 1], [view, great, 4], [hotel, good, 0], [staff, nice, 2], [staff, great, 2], [staff, great, 2], [staff, great, 2], [food, great, 3]]",0.75,-0.024999999999999994,0.7666666666666666,,0.8,0.8,0.35850000000000004
business,,,PreCovid,0,"[[breakfast, pleasant, 0]]",,,0.7333333333333333,,,,0.48138528138528136
couple,,,PreCovid,0,"[[breakfast, great, 0], [pool, nice, 4], [top, practic, 4]]",,,0.8,,0.55,,0.35610119047619043
business,,,PreCovid,0,"[[mall, 'right besid', 0], [room, best, 1], [room, tri, 1], [floor, nice, 4]]",,0.5,0.2857142857142857,,0.6,,0.46974789915966386
couple,,,PreCovid,0,"[[place, nice, 4], [place, nice, 4]]",,,,,0.6,,0.4925170068027211
couple,,,PreCovid,0,"[[place, great, 4], [room, good, 1], [hotel, good, 0], [mall, clean, 0], [mall, close, 0], [drink, wise, 5]]",,0.7,0.35555555555555557,0.7,0.8,,0.40238095238095234
business,,,PreCovid,0,"[[staff, servic, 2], [check, extra, 1]]",0.0,0.0,,,,,0.1992216117216117
couple,,,PreCovid,0,"[[floor, actual, 4], [room, back, 1], [view, ultra, 4], [walk, spectacular, 0], [walk, great, 0]]",,0.0,0.7,,0.0,,0.49074074074074076
business,,,PreCovid,1,"[[dinner, good, 3], [dinner, annual, 3], [buffet, good, 3], [buffet, wide, 3]]",,,,,,0.32499999999999996,0.4444444444444444
business,,,PreCovid,0,"[[time, similar, 2], [day, great, 1]]",0.0,0.8,,,,,0.32665644540644545
business,,,PreCovid,0,"[[alway, choic, 2]]",0.0,,,,,,0.33095238095238094
couple,,,PreCovid,0,"[[room, someth, 1], [room, sometim, 1], [room, poor, 1], [room, wrong, 1], [day, next, 1], [breakfast, late, 0], [place, good, 4]]",,-0.18,-0.3,,0.7,,0.007016030844155831
couple,,,PreCovid,0,"[[hotel, new, 0], [hotel, 'consid cost', 0]]",,,0.06818181818181818,,,,0.03847064393939394
couple,,,PreCovid,0,"[[area, outdoor, 0], [hotel, local, 0]]",,,0.0,,,,0.3795351473922903
family,,,PreCovid,0,"[[staff, servic, 2]]",0.0,,,,,,0.32857142857142857
business,,,PreCovid,0,"[[hotel, good, 0], [hotel, nice, 0], [hotel, 'even marina', 0], [room, new, 1], [check, great, 1]]",,0.4681818181818182,0.4333333333333333,,,,0.23943903318903317
family,,,PreCovid,0,"[[hotel, nice, 0], [shop, great, 0]]",,,0.7,,,,0.21620370370370376
friends,,,PreCovid,0,"[[time, everi, 2], [day, last, 1], [time, later, 2]]",0.0,0.0,,,,,0.43474025974025976
couple,,,PreCovid,0,"[[room, cruis, 1]]",,0.0,,,,,0.3371794871794872
,,,PreCovid,0,"[[room, morn, 1]]",,0.0,,,,,0.225
family,,,PreCovid,0,"[[breakfast, great, 0]]",,,0.8,,,,0.3967532467532468
family,,,PreCovid,0,"[[mall, probabl, 0], [mall, old, 0]]",,,0.05,,,,0.09999999999999999
couple,3.0,Neutral,PreCovid,0,"[[stay, decent, 2], [hotel, decent, 0], [room, fast, 1], [place, decent, 4]]",0.16666666666666666,0.2,0.16666666666666666,,0.16666666666666666,,0.18007246376811595
couple,,,PreCovid,0,"[[hotel, nice, 0]]",,,0.6,,,,0.3
family,,,PreCovid,0,"[[food, good, 3], [time, servic, 2], [time, 'better servic', 2], [room, new, 1], [hotel, popular, 0], [mall, big, 0], [hotel, close, 0], [hotel, 'also close', 0], [hotel, great, 0]]",0.25,0.13636363636363635,0.27999999999999997,,,0.7,0.3980006835269993
,,,PreCovid,1,"[[wonder, servic, 2], [wonder, great, 2], [team, great, 2], [room, great, 1], [hotel, 'even attent', 0], [team, big, 2]]",0.4,0.8,0.0,,,,0.35325396825396826
,,,PreCovid,0,"[[hotel, coffe, 0]]",,,0.0,,,,0.2666666666666667
,,,PreCovid,0,"[[check, common, 1]]",,-0.3,,,,,-0.05833333333333329
,,,PreCovid,1,"[[room, basic, 1], [staff, next, 2]]",0.0,0.0,,,,,0.29375
,,,PreCovid,0,"[[hotel, great, 0], [wonder, servic, 2], [wonder, great, 2], [staff, central, 2], [one, great, 4]]",0.26666666666666666,,0.8,,0.8,,0.5375
,,,PreCovid,0,"[[area, nice, 0], [staff, good, 2]]",0.7,,0.6,,,,0.4666666666666667
,,,PreCovid,0,"[[room, good, 1], [breakfast, servic, 0], [restaur, western, 3], [restaur, main, 3], [mall, good, 0]]",,0.7,0.35,,,0.08333333333333333,0.38333333333333336
,,,PreCovid,0,"[[hotel, good, 0], [hotel, major, 0]]",,,0.38125,,,,0.299702380952381
,4.0,Positive,PreCovid,0,"[[restaur, incred, 3], [room, first, 1]]",,0.25,,,,0.0,0.2830000000000001
,,,PreCovid,0,"[[breakfast, good, 0]]",,,0.7,,,,0.648051948051948
,,,PreCovid,0,"[[staff, front, 2], [pool, great, 4], [shop, 'well adjoin', 0]]",0.0,,0.0,,0.8,,0.4934523809523809
,,,PreCovid,0,"[[hotel, nice, 0], [hotel, good, 0]]",,,0.6499999999999999,,,,0.3249999999999999
,,,PreCovid,0,"[[time, second, 2], [place, total, 4]]",0.0,,,,0.0,,0.29532967032967034
,,,PreCovid,1,"[[view, nice, 4], [room, attitud, 1], [room, major, 1]]",,0.03125,,,0.6,,-0.24375000000000002
,,,PreCovid,1,"[[place, pleasant, 4], [place, pleasant, 4], [place, good, 4], [place, fair, 4]]",,,,,0.7166666666666666,,0.5777777777777778
,,,PreCovid,0,"[[room, good, 1], [bed, spectacular, 1]]",,0.6499999999999999,,,,,0.1420634920634921
,,,PreCovid,0,"[[visit, previous, 4], [visit, brief, 4]]",,,,,-0.08333333333333333,,0.10484848484848484
,5.0,Positive,PreCovid,0,"[[shop, close, 0], [night, mid, 4]]",,,0.0,,0.0,,0.3825
couple,,,PreCovid,0,"[[room, great, 1], [staff, local, 2], [breakfast, close, 0], [room, great, 1]]",0.0,0.8,0.0,,,,0.48121212121212126
couple,,,PreCovid,0,"[[hotel, standard, 0], [club, standard, 5], [club, fortun, 5], [club, experi, 5], [staff, top, 2]]",0.5,,0.0,0.0,,,0.31363636363636366
family,,,PreCovid,0,"[[food, clear, 3], [food, direct, 3]]",,,,,,0.1,0.25869047619047614
business,,,PreCovid,0,"[[hotel, clean, 0], [staff, good, 2]]",0.7,,0.3666666666666667,,,,0.7133333333333333
family,,,PreCovid,0,"[[shop, close, 0]]",,,0.0,,,,0.23690476190476192
family,,,PreCovid,1,"[[pool, nice, 4], [room, great, 1], [shop, great, 0]]",,0.8,0.8,,0.6,,0.5166666666666667
,,,PreCovid,1,"[[place, good, 4], [pool, 'improv swim', 4]]",,,,,0.35,,0.59375
,5.0,Positive,PreCovid,0,"[[floor, worth, 4], [floor, 'extra worth', 4], [buffet, quick, 3], [buffet, easi, 3], [food, hot, 3]]",,,,,0.22499999999999998,0.19444444444444442,0.3102976190476191
,,,PreCovid,1,"[[room, soundproof, 1]]",,0.0,,,,,-0.16111111111111112
,,,PreCovid,0,"[[breakfast, cold, 0], [room, disast, 1]]",,0.0,-0.6,,,,-0.08333333333333333
,,,PreCovid,0,"[[room, great, 1], [room, nice, 1]]",,0.7,,,,,0.4752164502164502
,,,PreCovid,1,"[[room, execut, 1], [room, overal, 1]]",,0.0,,,,,-0.041666666666666664
,,,PreCovid,1,"[[night, good, 4]]",,,,,0.7,,0.3566666666666666
couple,,,PreCovid,0,"[[floor, basic, 4], [floor, second, 4], [room, execut, 1]]",,0.0,,,0.0,,0.22450757575757574
couple,,,PreCovid,0,"[[time, right, 2], [team, tabl, 2]]",0.14285714285714285,,,,,,0.49609788359788354
business,,,PreCovid,0,"[[night, best, 4], [view, extra, 4]]",,,,,0.5,,0.2520833333333333
family,,,PreCovid,1,"[[stay, young, 2], [staff, faster, 2], [club, free, 5], [room, highest, 1], [room, 'even highest', 1], [room, 'second highest', 1], [bed, good, 1], [place, good, 4], [pool, small, 4], [pool, normal, 4], [stay, local, 2], [stay, gener, 2], [stay, pleasant, 2]]",0.16666666666666666,0.175,,0.4,0.19999999999999998,,0.30324984539270256
business,,,PreCovid,0,"[[hotel, good, 0], [night, extra, 4], [night, 'almost extra', 4]]",,,0.7,,0.0,,0.2916666666666667
couple,,,PreCovid,0,"[[time, servic, 2], [day, readi, 1], [day, big, 1], [day, actual, 1]]",0.0,0.0,,,,,0.35714285714285715
friends,,,PreCovid,0,"[[hotel, good, 0], [room, pleasant, 1], [staff, new, 2], [pool, great, 4], [pool, 'well great', 4], [hotel, full, 0], [hotel, invit, 0], [place, better, 4], [need, great, 1], [mall, big, 0], [top, big, 4]]",0.13636363636363635,0.7666666666666666,0.26249999999999996,,0.5875,,0.35383522727272726
,,,PreCovid,0,"[[check, right, 1], [breakfast, usag, 0]]",,0.2857142857142857,0.0,,,,0.14523809523809522
couple,,,PreCovid,1,"[[birthday, celebr, 3], [need, dire, 1], [birthday, celebr, 3], [staff, best, 2]]",1.0,0.0,,,,0.0,0.18181818181818182
business,,,PreCovid,0,"[[room, 'alway sound', 1]]",,0.4,,,,,0.42666666666666664
business,,,PreCovid,0,"[[time, first, 2], [pool, outdoor, 4], [club, nice, 5], [breakfast, good, 0], [check, great, 1], [check, servic, 1], [stay, overal, 2], [stay, pleasant, 2]]",0.3277777777777778,0.4,0.7,0.6,0.0,,0.46527777777777773
family,5.0,Positive,PreCovid,1,"[[floor, higher, 4], [mall, due, 0], [check, late, 1], [room, pleasant, 1]]",,0.21666666666666665,-0.125,,0.25,,0.3227678571428571
family,,,PreCovid,0,"[[book, 'extra stay', 1], [bed, extra, 1], [floor, high, 4], [floor, non, 4], [room, upgrad, 1], [room, rais, 1], [room, 'much rais', 1], [room, twin, 1], [night, first, 4], [room, insid, 1], [floor, 'wet left', 4], [room, lower, 1], [area, slow, 0], [club, quick, 5], [area, normal, 0], [pool, closer, 4], [pool, inspect, 4], [pool, fellow, 4], [day, first, 1], [day, second, 1], [book, better, 1], [book, 'much better', 1], [time, last, 2]]",0.0,0.12083333333333333,-0.07500000000000002,0.3333333333333333,0.051428571428571435,,0.016751322751322743
family,,,PreCovid,1,"[[stay, 'late start', 2], [room, new, 1], [room, second, 1], [guest, open, 1]]",-0.3,0.04545454545454545,,,,,-0.06033057851239669
business,,,PreCovid,0,"[[night, least, 4], [floor, coffe, 4]]",,,,,-0.15,,0.19894179894179898
,3.0,Neutral,PreCovid,0,"[[check, late, 1], [room, second, 1], [room, morn, 1], [night, second, 4]]",,-0.09999999999999999,,,0.0,,0.1416294642857143
,3.0,Neutral,PreCovid,1,"[[room, final, 1], [room, normal, 1], [book, celebr, 1], [view, good, 4], [check, earli, 1]]",,0.0375,,,0.7,,0.3954545454545455
,,,PreCovid,1,"[[staff, rude, 2], [wonder, serious, 2], [staff, clean, 2]]",-0.08888888888888886,,,,,,0.0619871794871795
,,,PreCovid,0,"[[staff, central, 2]]",0.0,,,,,,0.30833333333333335
,,,PreCovid,0,"[[hotel, high, 0], [hotel, good, 0], [room, good, 1]]",,0.7,0.43,,,,0.16197802197802197
,4.0,Positive,PreCovid,0,"[[area, swim, 0], [area, 'also swim', 0]]",,,0.0,,,,0.059999999999999984
,,,PreCovid,0,"[[view, great, 4], [staff, western, 2], [breakfast, light, 0], [day, last, 1], [room, free, 1]]",0.0,0.2,0.4,,0.8,,0.3358796296296297
,,,PreCovid,1,"[[place, great, 4], [time, everi, 2]]",0.0,,,,0.8,,0.4054945054945055
business,,,PreCovid,0,"[[breakfast, good, 0], [room, super, 1]]",,0.3333333333333333,0.7,,,,-0.20773809523809522
business,,,PreCovid,1,"[[time, first, 2]]",0.25,,,,,,0.6125
family,,,PreCovid,0,"[[hotel, good, 0], [hotel, pleasant, 0], [stay, overal, 2], [stay, nice, 2], [stay, pleasant, 2]]",0.4444444444444444,,0.7166666666666666,,,,0.5814814814814814
couple,,,PreCovid,0,"[[wonder, whole, 2], [wonder, experi, 2]]",0.1,,,,,,0.5680952380952381
,,,PreCovid,0,"[[pool, endless, 4]]",,,,,-0.125,,0.5107142857142858
family,5.0,Positive,PreCovid,0,"[[view, great, 4]]",,,,,0.8,,0.3608333333333334
couple,,,PreCovid,0,"[[view, great, 4], [view, full, 4], [visit, abl, 4]]",,,,,0.3833333333333333,,0.4588541666666666
family,,,PreCovid,0,"[[time, great, 2], [shop, great, 0]]",0.8,,0.8,,,,0.65
couple,5.0,Positive,PreCovid,0,"[[room, enough, 1], [view, great, 4], [room, long, 1], [room, great, 1], [day, open, 1], [staff, choic, 2]]",0.0,0.1875,,,0.8,,0.315427599611273
business,,,PreCovid,0,"[[hotel, good, 0], [view, nice, 4], [pool, insid, 4], [restaur, huge, 3]]",,,0.7,,0.3,0.4000000000000001,0.37757936507936507
couple,,,PreCovid,0,"[[guest, frequent, 1]]",,0.1,,,,,0.09541666666666665
business,,,PreCovid,0,"[[walk, extra, 0]]",,,0.0,,,,0.4630952380952381
couple,,,PreCovid,0,"[[time, third, 2], [hotel, close, 0], [day, advantag, 1]]",0.0,0.0,0.0,,,,0.54
business,,,PreCovid,0,"[[time, first, 2]]",0.25,,,,,,0.24431818181818182
family,,,PreCovid,0,"[[view, great, 4]]",,,,,0.8,,0.6166666666666667
friends,,,PreCovid,1,"[[restaur, best, 3], [place, warm, 4], [thank, big, 2]]",0.0,,,,0.6,1.0,0.4848484848484848
couple,,,PreCovid,0,"[[day, next, 1], [room, higher, 1]]",,0.125,,,,,0.09204545454545454
friends,,,PreCovid,1,"[[staff, nice, 2]]",0.6,,,,,,0.445
couple,,,PreCovid,0,"[[staff, pleasant, 2], [time, next, 2]]",0.36666666666666664,,,,,,0.2119047619047619
business,,,PreCovid,0,"[[hotel, servic, 0], [comfort, best, 0]]",,,0.5,,,,0.6101190476190477
couple,,,PreCovid,1,"[[time, first, 2], [view, best, 4]]",0.25,,,,1.0,,0.55
family,,,PreCovid,1,"[[room, servic, 1]]",,0.0,,,,,0.5428571428571429
friends,,,PreCovid,0,"[[room, warmli, 1], [time, great, 2], [room, clean, 1], [time, next, 2]]",0.4,0.18333333333333335,,,,,0.029166666666666674
solo,,,PreCovid,0,"[[check, late, 1], [place, good, 4]]",,-0.3,,,0.7,,0.26666666666666666
couple,,,PreCovid,0,"[[hotel, 'also close', 0], [hotel, much, 0], [room, 'even harbour', 1]]",,0.0,0.1,,,,0.5285714285714286
family,,,PreCovid,0,"[[hotel, upscal, 0], [shop, great, 0], [walk, less, 0]]",,,0.21111111111111114,,,,0.26666666666666666
family,,,PreCovid,0,"[[place, good, 4], [walk, great, 0], [walk, short, 0]]",,,0.4,,0.7,,0.42980769230769234
business,,,PreCovid,0,"[[room, great, 1]]",,0.8,,,,,-0.4428571428571428
solo,,,PreCovid,0,"[[staff, servic, 2], [food, spacious, 3]]",0.0,,,,,0.0,1.0
couple,4.0,Positive,PreCovid,1,"[[room, good, 1]]",,0.7,,,,,0.5
couple,,,PreCovid,0,"[[food, alway, 3], [food, 'extra alway', 3], [room, good, 1], [room, coffe, 1]]",,0.35,,,,0.0,0.19857954545454545
business,,,PreCovid,0,"[[visit, good, 4], [visit, central, 4], [mall, clean, 0], [mall, 'well clean', 0]]",,,0.3666666666666667,,0.35,,0.6095238095238095
couple,,,PreCovid,0,"[[shop, close, 0], [shop, 'better close', 0]]",,,0.25,,,,0.40499999999999997
business,,,PreCovid,0,"[[staff, weird, 2], [room, good, 1], [time, servic, 2]]",-0.25,0.7,,,,,0.15833333333333333
couple,,,PreCovid,0,"[[room, free, 1], [room, 'real free', 1], [room, everyday, 1]]",,0.26666666666666666,,,,,0.21428571428571427
couple,,,PreCovid,0,"[[area, underground, 0], [hotel, cheap, 0], [room, good, 1]]",,0.7,0.2,,,,0.3222222222222222
couple,,,PreCovid,0,"[[hotel, great, 0], [room, close, 1]]",,0.0,0.8,,,,0.6666666666666666
couple,,,PreCovid,0,"[[check, late, 1], [breakfast, easi, 0], [day, next, 1], [time, next, 2]]",0.0,-0.15,0.0,,,,0.34833333333333333
family,,,PreCovid,0,"[[room, great, 1], [staff, perfect, 2], [night, recent, 4]]",1.0,0.8,,,0.0,,0.4990740740740741
business,5.0,Positive,PreCovid,0,"[[hotel, astonish, 0]]",,,0.0,,,,0.42000000000000004
friends,,,PreCovid,0,"[[visit, great, 4], [visit, fourth, 4], [time, first, 2], [wonder, choic, 2], [breakfast, 'even room', 0], [staff, good, 2], [staff, choic, 2], [pool, good, 4], [floor, 'rather ground', 4], [visit, next, 4]]",0.2375,,0.0,,0.3,,0.42541666666666667
business,,,PreCovid,0,"[[room, pamper, 1]]",,0.0,,,,,0.3937830687830688
couple,,,PreCovid,0,"[[place, great, 4], [view, nice, 4], [mall, next, 0], [room, insid, 1]]",,0.0,0.0,,0.7,,0.5
couple,,,PreCovid,0,"[[hotel, experi, 0]]",,,0.0,,,,0.5344444444444444
business,,,PreCovid,0,"[[stay, decent, 2], [stay, great, 2], [staff, enough, 2]]",0.32222222222222224,,,,,,0.24166666666666667
business,,,PreCovid,0,"[[staff, super, 2], [staff, fast, 2]]",0.26666666666666666,,,,,,0.3739880952380953
friends,,,PreCovid,0,"[[staff, great, 2], [team, special, 2]]",0.5785714285714286,,,,,,0.41964285714285715
couple,,,PreCovid,0,"[[book, great, 1], [club, coffe, 5]]",,0.8,,0.0,,,0.440625
couple,5.0,Positive,PreCovid,1,"[[check, actual, 1], [time, next, 2]]",0.0,0.0,,,,,0.41036414565826324
family,,,PreCovid,0,"[[day, enough, 1], [room, extra, 1], [hotel, top, 0], [night, magic, 4], [night, particularli, 4], [team, actual, 2], [hotel, best, 0], [birthday, celebr, 3], [room, extra, 1], [room, special, 1], [day, great, 1]]",0.0,0.23142857142857146,0.75,,0.25,0.0,0.3807971014492754
,,,PreCovid,0,"[[place, enough, 4], [place, close, 4], [place, 'also close', 4], [place, mani, 4], [place, main, 4]]",,,,,0.03333333333333333,,0.1832738095238095
couple,,,PreCovid,1,"[[room, great, 1], [room, new, 1]]",,0.4681818181818182,,,,,0.36293290043290044
solo,4.0,Positive,PreCovid,0,"[[view, good, 4], [check, free, 1], [check, fast, 1]]",,0.30000000000000004,,,0.7,,0.3365079365079366
family,,,PreCovid,1,"[[staff, 'even friendli', 2]]",0.0,,,,,,0.21500000000000002
family,,,PreCovid,1,"[[view, nice, 4], [cake, nice, 3]]",,,,,0.6,0.6,0.21574074074074076
couple,,,PreCovid,1,"[[night, perfect, 4]]",,,,,1.0,,0.5549999999999999
couple,5.0,Positive,PreCovid,0,"[[team, sweet, 2]]",0.35,,,,,,0.39
family,,,PreCovid,0,"[[check, extra, 1]]",,0.0,,,,,0.625
family,,,PreCovid,0,"[[room, great, 1], [room, servic, 1], [room, nice, 1], [breakfast, good, 0], [breakfast, 'also good', 0]]",,0.4666666666666666,0.7,,,,0.33125000000000004
business,,,PreCovid,0,"[[food, good, 3], [buffet, qualiti, 3], [room, poor, 1], [room, frequent, 1]]",,-0.15000000000000002,,,,0.35,0.23500000000000001
solo,,,PreCovid,0,"[[hotel, great, 0], [time, first, 2], [room, big, 1], [breakfast, nice, 0], [breakfast, 'fast nice', 0], [pool, nice, 4], [pool, big, 4]]",0.25,0.0,0.6,,0.3,,0.3445707070707071
business,,,PreCovid,0,"[[day, clean, 1], [day, old, 1], [day, short, 1], [room, recent, 1], [room, insid, 1], [room, insid, 1], [walk, local, 0]]",,0.07777777777777778,0.0,,,,0.1311111111111111
couple,,,PreCovid,1,"[[view, clean, 4], [view, good, 4]]",,,,,0.5333333333333333,,0.2716666666666666
couple,,,PreCovid,0,"[[night, great, 4], [area, nice, 0], [restaur, particular, 3]]",,,0.6,,0.8,0.16666666666666666,0.2156691919191919
friends,,,PreCovid,1,"[[birthday, small, 3], [wonder, great, 2]]",0.8,,,,,-0.25,0.4835858585858586
couple,,,PreCovid,0,"[[hotel, great, 0]]",,,0.8,,,,0.47727272727272735
business,,,PreCovid,0,"[[hotel, great, 0], [area, next, 0]]",,,0.4,,,,0.2656862745098039
couple,5.0,Positive,PreCovid,0,"[[time, grand, 2], [food, western, 3], [tea, soft, 5], [pool, 'even offer', 4], [pool, wide, 4], [pool, 'well wide', 4], [pool, pleasant, 4]]",0.5,,,0.1,0.1333333333333333,0.0,0.23983843537414967
family,5.0,Positive,PreCovid,1,"[[room, far, 1]]",,0.1,,,,,0.46388888888888885
couple,5.0,Positive,PreCovid,0,"[[night, great, 4], [night, choic, 4], [room, free, 1], [room, main, 1]]",,0.2833333333333333,,,0.4,,0.4328703703703704
couple,,,PreCovid,0,"[[help, best, 2]]",1.0,,,,,,0.3704545454545455
couple,4.0,Positive,PreCovid,0,"[[floor, ideal, 4], [hotel, best, 0], [hotel, coffe, 0], [shop, smaller, 0]]",,,0.3333333333333333,,0.9,,0.39680451127819544
family,,,PreCovid,0,"[[time, first, 2], [check, want, 1], [day, next, 1]]",0.25,0.0,,,,,0.09305555555555554
family,,,PreCovid,1,"[[food, bright, 3], [food, good, 3]]",,,,,,0.7,0.8400000000000001
friends,5.0,Positive,PreCovid,0,"[[hotel, great, 0]]",,,0.8,,,,0.4348571428571429
solo,,,PreCovid,0,"[[room, key, 1], [food, select, 3], [food, western, 3], [floor, spectacular, 4], [room, extra, 1], [room, free, 1]]",,0.13333333333333333,,,0.6,0.0,0.26988095238095233
couple,,,PreCovid,1,"[[place, great, 4], [dine, excit, 3], [dinner, delight, 3]]",,,,,0.8,0.0,0.47857142857142854
couple,5.0,Positive,PreCovid,0,"[[time, first, 2], [time, everi, 2], [room, everi, 1], [food, good, 3]]",0.125,0.0,,,,0.7,0.2563831168831169
,,,PreCovid,0,"[[hotel, 'back marina', 0], [hotel, 'also marina', 0], [night, good, 4]]",,,0.0,,0.7,,0.215
couple,4.0,Positive,PreCovid,0,"[[room, complex, 1]]",,-0.3,,,,,0.42499999999999993
business,,,PreCovid,0,"[[hotel, great, 0], [room, solut, 1]]",,0.0,0.8,,,,0.44107142857142856
family,,,PreCovid,1,"[[room, nice, 1], [room, 'straight nice', 1]]",,0.5,,,,,0.3530952380952381
friends,,,PreCovid,1,"[[room, perfectli, 1], [room, fine, 1], [room, overal, 1], [view, classi, 4], [guest, high, 1]]",,0.14416666666666667,,,0.0,,0.24307692307692308
,5.0,Positive,PreCovid,0,"[[room, prior, 1], [night, extra, 4], [cocktail, free, 5]]",,0.0,,0.4,0.0,,0.171875
,,,PreCovid,0,"[[time, grand, 2]]",0.5,,,,,,0.6
,,,PreCovid,0,"[[hotel, nice, 0], [floor, old, 4], [hotel, better, 0], [hotel, 'highest better', 0], [hotel, public, 0]]",,,0.4,,0.1,,0.21979166666666664
,,,PreCovid,0,"[[room, warm, 1]]",,0.6,,,,,0.47222222222222215
,,,PreCovid,0,"[[night, last, 4]]",,,,,0.0,,0.017857142857142856
,,,PreCovid,0,"[[hotel, old, 0], [pool, swim, 4], [area, full, 0]]",,,0.22499999999999998,,0.0,,0.21011904761904768
,,,PreCovid,0,"[[room, grand, 1], [room, practic, 1], [shop, straight, 0]]",,0.25,0.2,,,,0.375
,,,PreCovid,1,"[[room, due, 1]]",,-0.125,,,,,-0.16666666666666663
,,,PreCovid,0,"[[stay, great, 2]]",0.8,,,,,,0.5650000000000001
family,,,PreCovid,0,"[[hotel, true, 0]]",,,0.35,,,,0.5611111111111111
couple,,,PreCovid,0,"[[view, 'still marina', 4], [room, worn, 1], [hotel, usual, 0], [day, clean, 1]]",,0.18333333333333335,-0.25,,0.0,,0.22906249999999997
couple,4.0,Positive,PreCovid,0,"[[room, great, 1], [room, execut, 1], [comfort, clean, 0], [good, good, 3], [good, select, 3], [good, servic, 3], [visit, easi, 4], [visit, choic, 4]]",,0.4,0.3666666666666667,,0.0,0.6999999999999998,0.5818181818181819
couple,,,PreCovid,0,"[[mall, huge, 0], [walk, short, 0], [floor, fourth, 4], [floor, higher, 4], [room, due, 1], [visit, next, 4]]",,-0.125,0.20000000000000004,,0.08333333333333333,,0.30619658119658116
